#id redshift FUV_wl FUV FUV_err NUV_wl NUV NUV_err u_wl u u_err g_wl g g_err r_wl r r_err i_wl i i_err z_wl z z_err J_wl J J_err H_wl H H_err K_wl K K_err W1_wl W1 W1_err W2_wl W2 W2_err W3_wl W3 W3_err W4_wl W4 W4_err

1 0.042032 1538.6 0.07247328128826153 0.008782021901407719 2315.7 0.10204771268057804 0.007192223596295598 3551 0.34424490957180526 0.012413074812409294 4686 1.0265759608147282 0.00563003625233108 6166 1.6840832950608755 0.008993996593178982 7480 2.2713156576131617 0.01856943680494422 8932 2.644389288219063 0.05199918258388255 12350 1.038337852647878 0.11326646240444516 16620 1.2633789048375808 0.16213521261259647 21590 1.2986042986381592 0.13451507816291236 34000 1.1132554540178654 0.04286075437183049 46000 0.7235765128884916 0.03250096305890799 120000 3.9263787535721852 0.2411474547411632 220000 6.382473075282441 1.9073143670529051

2 0.042396 1538.6 0.0959201764429458 0.008301828144594172 2315.7 0.10626895438123234 0.0053802445297751016 3551 0.23574545777881464 0.012653636906285987 4686 0.4457851404552464 0.005150499229003547 6166 0.5529260789558604 0.007501574056548552 7480 0.6456889227475207 0.012681380813820297 8932 0.6196333498242997 0.04969560968084853 12350 0.37915684961122953 0.046921119262170685 16620 0.38581840591740935 0.05870927523689316 21590 0.9335944359726476 -99.0 34000 0.28147127194178906 0.00954666072069202 46000 0.19722796490606215 0.013378761197200426 120000 0.925923891323081 0.1706031463267157 220000 2.286172310405406 1.0771787271046755

3 0.037953 1538.6 0.02708584110381449 0.004754082248865841 2315.7 -99.0 -99.0 3551 0.027243497818741087 0.017472782167297952 4686 0.1715598572676701 0.011211411272625305 6166 0.3129890050963514 0.015599415890484044 7480 0.5473487419506792 0.02584478744400289 8932 0.3361339702062694 0.06774408082317411 12350 -99.0 -99.0 16620 -99.0 -99.0 21590 -99.0 -99.0 34000 0.2608502038792249 0.00884725598523358 46000 0.1731558925290531 0.01158712852169678 120000 0.5192418224957053 -99.0 220000 1.9225015788502136 -99.0

4 0.042065 1538.6 0.042577868720263146 0.007037738883454825 2315.7 0.06076889639475945 0.004689546831769074 3551 0.13834580334837826 0.011259773171600164 4686 0.32609071853219634 0.004373809832615244 6166 0.44021725038501214 0.006913224671986644 7480 0.5246781362951016 0.010653987626413059 8932 0.6340764710666167 0.04194799461998734 12350 0.21695598701679025 0.043156584037590144 16620 0.30455889796057584 0.060861615306213 21590 0.33841812655982684 0.07321183775636284 34000 0.2491643027466262 0.008679308139302339 46000 0.16692177277449846 0.012853102271140488 120000 0.6867400133907768 0.16052704888599834 220000 3.9589056856695417 -99.0

5 0.041923 1538.6 0.0720942896815855 0.005645250798957142 2315.7 0.10465291686999778 0.004736639720208944 3551 0.20521312816682424 0.023848813693513105 4686 0.46899617358519896 0.009354645049651887 6166 0.6289236854047334 0.012808874733315968 7480 0.653707636384958 0.02371044004436172 8932 0.8730117045528915 0.08820704114401413 12350 -99.0 -99.0 16620 -99.0 -99.0 21590 -99.0 -99.0 34000 0.21340555014516668 0.008216194075982996 46000 0.1369373249074018 0.012050602506901615 120000 0.46387661952894244 -99.0 220000 4.159804714061685 -99.0

6 0.046981 1538.6 0.023664729371215245 0.0008544036147901017 2315.7 0.03919580914389024 0.0010498869079152997 3551 0.11692393178800947 0.009683974774669547 4686 0.35775408744885245 0.004821272136940804 6166 0.5935227610876033 0.006811457506874415 7480 0.7887445826984273 0.009404344949352203 8932 0.921752587826388 0.03576340171522859 12350 0.32743248097996297 0.05522748552579633 16620 0.3958493563391946 0.08164472863798314 21590 0.7623889096235674 -99.0 34000 0.45046707563056965 0.013213830182387244 46000 0.3250400689421602 0.016387597161675913 120000 1.1401070151479493 0.22365318124946637 220000 3.6924873025842087 -99.0

7 0.047532 1538.6 -99.0 -99.0 2315.7 0.004781392731316981 0.0025218799840761048 3551 0.18860896051350157 0.0122583450253676 4686 0.84248066131265 0.005349532914666052 6166 1.7666850822708964 0.00828814245654266 7480 2.4875281623536587 0.01164805165980009 8932 3.0215773472434386 0.0467424208098545 12350 1.7444854239785175 0.12633105560149127 16620 2.021913628163208 0.200171407863801 21590 1.6785985510369725 0.13233081396271643 34000 1.6211334665331478 0.037151338800274415 46000 0.937023932697132 0.026627357302624194 120000 0.39331743014513815 -99.0 220000 2.7512281650455424 -99.0

8 0.047188 1538.6 0.01254293136448733 0.0006266743441829567 2315.7 0.019007836406322316 0.0008541098049107465 3551 0.046947213204581284 0.008063868000595031 4686 0.11762193528503186 0.0036418063959570693 6166 0.17422175003938964 0.005153588739015643 7480 0.20863892399768438 0.007223321834461864 8932 0.2678816128097604 0.029832807177615578 12350 -99.0 -99.0 16620 -99.0 -99.0 21590 -99.0 -99.0 34000 0.10879199474510352 0.006581980086701875 46000 0.06923570275174988 0.01237600296596647 120000 0.5322535407278849 -99.0 220000 5.337748327430491 -99.0

9 0.04375 1538.6 -99.0 -99.0 2315.7 0.003813093214307729 0.0005488960718438925 3551 0.08022045960108351 0.007327583762016377 4686 0.2402536858769985 0.003265426509605677 6166 0.4326972300531976 0.005001263763806209 7480 0.5540680224048983 0.007019766086605126 8932 0.6603716537337486 0.027787473442783057 12350 0.33227026170841995 0.04934261668081448 16620 0.43226316745125715 0.06656917916638545 21590 0.37569709274823215 0.07576632174375274 34000 0.268861561822101 0.010104812573991779 46000 0.16815037717350884 0.015722214107463817 120000 0.37329406418464484 -99.0 220000 2.825346497062952 -99.0

10 0.045594 1538.6 0.010352823191309958 0.0005099500245817376 2315.7 0.017471981525082617 0.000851285537359584 3551 0.056630137438844035 0.010428665968161731 4686 0.12978079654531816 0.00438376706871284 6166 0.18665518520829852 0.0059243062704322546 7480 0.21326155321646745 0.009764275224217953 8932 0.2741858219816242 0.03955276345391457 12350 -99.0 -99.0 16620 -99.0 -99.0 21590 -99.0 -99.0 34000 0.08762815091808128 0.006747433644277124 46000 0.05375916637440867 0.012566328101439149 120000 0.5079431331407064 -99.0 220000 4.643503777775968 -99.0

11 0.046771 1538.6 0.009763233604998802 0.002649653622844368 2315.7 0.015124530171240913 0.0028361869599676593 3551 0.4250560377780253 0.01446169839782183 4686 2.007795461984784 0.008094005994441133 6166 4.378895444002401 0.015896003598572152 7480 6.446845607820771 0.025457495015939656 8932 8.066712656147727 0.05864917533465981 12350 3.5693492568034673 0.26829871110382764 16620 4.839055753437766 0.39922600608192893 21590 5.038222480467077 0.26786811629889984 34000 4.525835893687428 0.09956936394656245 46000 2.510243734525694 0.05522590254458506 120000 1.5092681668914518 0.1964583287335641 220000 3.908423853341221 -99.0

12 0.044609 1538.6 0.013588754696387728 0.0032979789852984583 2315.7 0.06343575533276563 0.005078539385377833 3551 0.6111321425345946 0.0418147874112951 4686 2.570253442966238 0.058736820331577316 6166 5.557349093692163 0.12244637260284068 7480 8.383535665261846 0.18874909723127622 8932 10.877623573227572 0.3011312275495676 12350 2.7664017575557236 0.2738764538769526 16620 3.447156278298168 0.5087477921652955 21590 3.393853963933318 0.2613293123281206 34000 5.117350492852946 0.10789186194533243 46000 2.9308662750885293 0.06179303527747815 120000 6.33583901695521 0.23231637050220638 220000 9.311274835579113 1.5449108000764658

13 0.045676 1538.6 0.001063792379325704 0.00025390534683149735 2315.7 0.005539438002860107 0.0008064563093968448 3551 0.1249749210960361 0.00802946188321926 4686 0.6872871563346317 0.009317671788738238 6166 1.363103006342158 0.018109341414769727 7480 1.8706818241900376 0.02350515381490357 8932 2.2953369258638796 0.040662597569797815 12350 1.414167339834131 0.11148461616634511 16620 1.4245761210600811 0.14756378711696372 21590 1.4602746766934342 0.12315103609972756 34000 1.0731749940554993 0.04131764156393278 46000 0.6231505641412852 0.030846254755352527 120000 0.6717965674995058 -99.0 220000 9.017276663669653 -99.0

14 0.046034 1538.6 -99.0 -99.0 2315.7 0.005411020443240277 0.0019043992324072178 3551 0.038728397407914644 0.004863798886573567 4686 0.18693424066427225 0.002878220862934335 6166 0.3485036687715045 0.0038208663627349853 7480 0.49257704820302683 0.007116784655397684 8932 0.6243729819302767 0.01967947054137872 12350 0.4575419049931303 0.0482330144443575 16620 0.5806825033093634 0.06334340288402615 21590 0.6023695738744204 0.09166146706462153 34000 0.32533816186057496 0.010736264395661204 46000 0.2040320808455587 0.016271717666062026 120000 0.6300431273878199 -99.0 220000 2.615957683554564 -99.0

15 0.045431 1538.6 -99.0 -99.0 2315.7 0.0044824779862263015 0.0007956991396078172 3551 0.04989790961220861 0.004411002196101824 4686 0.16697865744260726 0.002127086790292951 6166 0.3153534577165016 0.003377671985617635 7480 0.43575886590082674 0.004473874744640201 8932 0.5378471996277326 0.016997746442383794 12350 0.4414735577115981 0.04856256653260537 16620 0.6101498763618335 0.07215092887605544 21590 0.42596951236950154 0.07340946427603832 34000 0.3051177735548531 0.010628373110707577 46000 0.17995245522302963 0.014351348731870493 120000 0.39949469337731225 -99.0 220000 4.291494759631995 -99.0

16 0.047918 1538.6 0.017739285781511675 0.0006426686373090819 2315.7 0.023144028939796564 0.0007687325087919441 3551 0.052292432628623084 0.007878212264031622 4686 0.09371589100581701 0.0031296599959991394 6166 0.12608651764042328 0.0038302166936729854 7480 0.16189404832503737 0.007189792053582073 8932 0.1780800798649923 0.02821289467568921 12350 -99.0 -99.0 16620 -99.0 -99.0 21590 -99.0 -99.0 34000 0.10439558135526461 0.006603085131856299 46000 0.08362578005171545 0.01280183842880459 120000 0.3484921873949197 -99.0 220000 2.8539798047382696 -99.0

17 0.045068 1538.6 -99.0 -99.0 2315.7 0.011586243279662609 0.0032998484441741542 3551 0.07328909900820137 0.008698922798024636 4686 0.31779743828261686 0.004044417433303919 6166 0.5825436449341865 0.006946414512507741 7480 0.7443362135946374 0.008803301536285649 8932 0.8745409952127118 0.032700665668223106 12350 0.4283188223557021 0.050256566916512334 16620 0.46558063926807153 0.08962515004048834 21590 0.37569709274823215 0.06991165142719004 34000 0.3918778929131671 0.012213647172901403 46000 0.21915471468956 0.014866140278173576 120000 0.611830114231102 -99.0 220000 3.622086019497309 -99.0

18 0.042157 1538.6 0.04724929941599241 0.0010085693564086666 2315.7 0.09304992011716372 0.0017860177204397148 3551 0.19345772144785459 0.011725945454452248 4686 0.6528307969287531 0.007087153148963298 6166 1.2301397803465548 0.00903081779005927 7480 1.7750722972439146 0.0130032524933872 8932 2.1933853894073603 0.03927866533552912 12350 1.3471039914998302 0.09755373528030784 16620 1.720662673040971 0.15457437597056073 21590 1.8263024578278717 0.11886301470395647 34000 1.3758072316026935 0.045402082901911126 46000 0.9456528921554787 0.03467427866657684 120000 5.112661691716793 0.2811991445758301 220000 9.117015239372448 2.1394805109726196

19 0.046166 1538.6 -99.0 -99.0 2315.7 0.18855892320404075 0.00458426661374599 3551 1.0882944552495082 0.03161068514329401 4686 2.830230393496769 0.01465896727463862 6166 5.373487385811134 0.020029827682208044 7480 7.700267805887072 0.028854771425848164 8932 9.06688779526245 0.09383216033628285 12350 2.313579106440714 0.1993553503621687 16620 2.599225531094369 0.30736142658103827 21590 2.7995655783123436 0.23096642021536412 34000 3.7884888320530377 0.07987475444962568 46000 2.048028990413916 0.045057078672264744 120000 3.8798666367584875 0.18849869856079166 220000 13.14308878824441 1.2650346742228105

20 0.042094 1538.6 0.009467459825359622 0.0023083521329390435 2315.7 0.010832764470499634 0.0023260796259332818 3551 0.06087769936209324 0.00839877973227089 4686 0.1421703136325394 0.003882821691707238 6166 0.2011317027940237 0.003911212512204639 7480 0.25045159930380073 0.008375787234794959 8932 0.3441203391974588 0.0319113799154912 12350 -99.0 -99.0 16620 -99.0 -99.0 21590 -99.0 -99.0 34000 0.12690506165815277 0.007096177467092122 46000 0.09464216137628513 0.013880986160528325 120000 0.42636016726786813 -99.0 220000 2.990572678569963 -99.0

21 0.045617 1538.6 -99.0 -99.0 2315.7 0.018052717282951214 0.0033161908465156155 3551 0.07272869458612509 0.009369814863310994 4686 0.2755251225287243 0.004490977618259407 6166 0.46629671816811064 0.006497793717256224 7480 0.615591143130436 0.009320195482251551 8932 0.7603518007416382 0.03634505702514934 12350 -99.0 -99.0 16620 -99.0 -99.0 21590 -99.0 -99.0 34000 0.3510572154756644 0.011263195873460141 46000 0.18530929588570214 0.013589481337918943 120000 0.8287133261182114 0.1876363449420835 220000 3.4693468668841208 -99.0

22 0.041521 1538.6 -99.0 -99.0 2315.7 0.008747875540545099 0.0007186833236612876 3551 0.1452474730807091 0.008709109179736479 4686 0.6606694545362487 0.012231311316034096 6166 1.3197339006945896 0.023206856902242706 7480 1.845726188575972 0.029600185142718897 8932 2.3053563691674626 0.03538994491637262 12350 2.0631032218044605 0.10779819814379965 16620 2.559034508356075 0.17828114856176908 21590 2.238476273319138 0.12516935639759125 34000 1.5887677428897493 0.03640961704237166 46000 0.9318843974549349 0.026481307413728086 120000 1.5386033110319872 0.15796481895045525 220000 4.554970332110358 -99.0

23 0.043542 1538.6 -99.0 -99.0 2315.7 0.0009075986237328378 0.0003451817475413773 3551 0.0002875666214472273 0.0013884157879382505 4686 0.13448003999984065 0.0037464401120198376 6166 0.2669265320613216 0.0059082899736143685 7480 0.3415487928645071 0.008689300067825062 8932 0.4692714272359232 0.03478061701687853 12350 -99.0 -99.0 16620 -99.0 -99.0 21590 -99.0 -99.0 34000 0.20254130386200525 0.00816924585844035 46000 0.13870602946321797 0.014367773473781513 120000 0.36921029144734635 -99.0 220000 2.3008892263445446 -99.0

